ACS,acute chest syndrome,https://en.wikipedia.org/?curid=21010263
ACS,altered conscious state,https://en.wikipedia.org/?curid=16981730
ACT,acting,https://en.wikipedia.org/?curid=88772
ACT,acid choline transporter,https://en.wikipedia.org/?curid=49159269
ACT,AIDS Coalition,https://en.wikipedia.org/?curid=1364854
ACTH,Adrenocorticotropic hormone,https://en.wikipedia.org/?curid=9127632
ACTH,Adrenocorticotropic hormone,https://en.wikipedia.org/?curid=22258844
ACTH,adrenocoticotropic hormone,https://en.wikipedia.org/?curid=16981730
ACU,ambulatory care unit,https://en.wikipedia.org/?curid=16981730
ADA,american dental association,https://en.wikipedia.org/?curid=68137
ADA,adenosine deaminase,https://en.wikipedia.org/?curid=30098993
ADA,adenosine deaminase,https://en.wikipedia.org/?curid=16981730
ADAT,digital audio tape,https://en.wikipedia.org/?curid=31638066
ADC,Analog-to-digital converters,https://en.wikipedia.org/?curid=37652003
ADC,AIDS dementia complex,https://en.wikipedia.org/?curid=1364854
ADCC,antibody dependent cell mediated cytotoxicity,https://en.wikipedia.org/?curid=16981730
ADCC,antibody dependent cell mediated cytotoxicity,https://en.wikipedia.org/?curid=1364854
ADD,attention deficit disorder,https://en.wikipedia.org/?curid=22258844
ADD,attention deficit disorder,https://en.wikipedia.org/?curid=16981730
ADDRT,Attention deficit disorder residual type,https://en.wikipedia.org/?curid=22258844
ADEM,Acute disseminated encephalomyelitis,https://en.wikipedia.org/?curid=22258844
ADH,Aldehyde Dehydrogenase,https://www.ncbi.nlm.nih.gov/pubmed/18505683
ADH,antidiuretic hormone,https://www.medicinenet.com/script/main/art.asp?articlekey=7000
ADH,antidiuretic hormone,https://www.healthline.com/health/adh
ADH,antidiuretic hormone,https://en.wikipedia.org/wiki/Vasopressin
ADH,Aldehyde Dehydrogenase,https://en.wikipedia.org/wiki/Alcohol_dehydrogenase
ADH,antidiuretic hormone,https://en.wikipedia.org/?curid=50973
ADH,antidiuretic hormone,https://en.wikipedia.org/?curid=16981730
ADH,antidiuretic hormone,http://www.yourhormones.info/hormones/anti-diuretic-hormone/
ADH,Aldehyde Dehydrogenase,http://www.sciencedirect.com/topics/medicine-and-dentistry/alcohol-dehydrogenase
ADH,Aldehyde Dehydrogenase,http://www.sciencedirect.com/science/article/pii/S0009898108002258
ADHD,attention deficit hyperactivity disorder,https://en.wikipedia.org/?curid=22258844
ADHD,attention deficit hyperactivity disorder,https://en.wikipedia.org/?curid=2114377
ADHD,attention deficit hyperactivity disorder,https://en.wikipedia.org/?curid=16981730
ADHF,acute decompensated heart failure,https://en.wikipedia.org/?curid=16981730
ADHR,autosomal dominant hypophosphatemic rickets,https://en.wikipedia.org/?curid=16981730
ADLs,activities of daily living,https://en.wikipedia.org/?curid=40780391
ADLs,activities of daily living,https://en.wikipedia.org/?curid=16981730
ADME,absorption distribution metabolism and excretion,https://en.wikipedia.org/?curid=8355163
ADNI,Alzheimer's Disease Neuroimaging Initiative,https://en.wikipedia.org/?curid=25829369
ADP,adenosine diphosphate ,https://en.wikipedia.org/?curid=223876
ADP,adenosine diphosphate,https://en.wikipedia.org/?curid=16981730
ADP,adenosine diphosphate,https://en.wikipedia.org/?curid=1612722
ADPCM,adaptive differential pulse code modulation,https://en.wikipedia.org/?curid=32678
ADR,adverse drug reaction,https://en.wikipedia.org/?curid=16981730
ADT,automatic double tracking,https://en.wikipedia.org/?curid=964822
ADT,artificial double tracking,https://en.wikipedia.org/?curid=262680
AEB,as evidenced by,https://en.wikipedia.org/?curid=16981730
AEC,"Architecture, engineering and construction",https://en.wikipedia.org/?curid=9251
AED,automated external defibrillator,https://en.wikipedia.org/?curid=16981730
AEM,ambulatory electrocardiogram monitoring,https://en.wikipedia.org/?curid=16981730
AEMT,advanced emergency medical technician,https://en.wikipedia.org/?curid=16621258
AERD,aspirin exacerbated respiratory disease,https://en.wikipedia.org/?curid=22258844
AES,audio engineering society,https://en.wikipedia.org/?curid=764380
AES,audio engineering society,https://en.wikipedia.org/?curid=23714384
AFAFP,amniotic fluid alpha fetoprotein,https://en.wikipedia.org/?curid=16981730
AFB,acid fast bacilli ,https://en.wikipedia.org/?curid=16981730
AFF,aspies for freedom,https://en.wikipedia.org/?curid=2114377
AFF,above finished floor,https://en.wikipedia.org/?curid=18536062
AFI,amniotic fluid index,https://en.wikipedia.org/?curid=16981730
AFL,atrial fibrillation afl,https://en.wikipedia.org/?curid=16981730
AFNTR,acute febrile nonhemolytic transfusion reaction,https://en.wikipedia.org/?curid=16981730
AFO,ankle foot orthosis afp,https://en.wikipedia.org/?curid=16981730
AFP,alpha fetoprotein,https://en.wikipedia.org/?curid=37780521
AFP,Agence France-Presse,https://en.wikipedia.org/?curid=23125046
AFP,alpha fetoprotein,https://en.wikipedia.org/?curid=16981730
AFP,alpha fetoprotein,https://en.wikipedia.org/?curid=1120426
AFRAN,african research on ageing network,https://en.wikipedia.org/?curid=15249404
AFSOF,anterior fontanelle soft open flat,https://en.wikipedia.org/?curid=16981730
AGA,anti-gliadin antibodies,https://en.wikipedia.org/?curid=30098993
AGA,appropriate gestational age,https://en.wikipedia.org/?curid=16981730
AGC,automatic gain control,https://en.wikipedia.org/?curid=54363497
AGC,automatic gain control,https://en.wikipedia.org/?curid=44086751
AGC,atypical glandular cells,https://en.wikipedia.org/?curid=16981730
AGD,Academy of General Dentistry,https://en.wikipedia.org/?curid=68137
AGES,age grade extent size,https://en.wikipedia.org/?curid=16981730
AGM,absorbed glass mat,https://en.wikipedia.org/?curid=19174720
AGN,acute glomerulonephritis,https://en.wikipedia.org/?curid=16981730
AGS,aicardi goutieres syndrome,https://en.wikipedia.org/?curid=22258844
AGT,aspartate glutamate transporter,https://en.wikipedia.org/?curid=49159269
AGU,address generation unit,https://en.wikipedia.org/?curid=82930
AGV,automated guided vehicle,https://en.wikipedia.org/?curid=1758939
AHA,american heart association,https://en.wikipedia.org/?curid=68137
AHC,Alternating hemiplegia of childhood,https://en.wikipedia.org/?curid=22258844
AHD,arteriosclerotic heart disease,https://en.wikipedia.org/?curid=16981730
AHF,antihemophilic factor,https://en.wikipedia.org/?curid=16981730
AHFS,American Society of Health-System Pharmacists,https://en.wikipedia.org/?curid=1339605
AHG,antihemophilic globulin,https://en.wikipedia.org/?curid=16981730
AHH,aryl hydrocarbon hydroxylase,https://en.wikipedia.org/?curid=16981730
AHR,airway hyper reactivity,https://en.wikipedia.org/?curid=16981730
AHT,antihyaluronic acid test,https://en.wikipedia.org/?curid=16981730
AICD,automated implantable cardioverter defibrillator aid,https://en.wikipedia.org/?curid=16981730
AID,automated implantable cardioverter defibrillator,https://en.wikipedia.org/?curid=16981730
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=811741
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=80381
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=6021384
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=6018203
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=53594388
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=50973
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=50462916
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=48566508
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=4493
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=41722856
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=40688661
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=40370421
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=3877626
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=36028327
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=35325698
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=35301964
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=34446991
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=33562655
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=31692600
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=31487496
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=3138628
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=30653
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=30635805
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=3003256
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=23146406
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=22258844
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=21213713
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=2114227
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=20603142
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=19645563
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=1831787
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=17101569
AIDS,acquired immune deficiency syndrome,https://en.wikipedia.org/?curid=16981730
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=14541211
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=1364854
AIDS,acquired immune deficiency syndrome,https://en.wikipedia.org/?curid=13201218
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=1266250
AIDS,acquired immunodeficiency syndrome,https://en.wikipedia.org/?curid=10080971
AIEE,American Institute of Electrical Engineers,https://en.wikipedia.org/?curid=9251
AIEOP,associazione italiana ematologia oncologia pediatrica,https://en.wikipedia.org/?curid=68137
AIH,artificial insemination by husband,https://en.wikipedia.org/?curid=16981730
AIHD,artificial insemination by pooled husband,https://en.wikipedia.org/?curid=16981730
AIIRB,angiotensin ii receptor antagonist,https://en.wikipedia.org/?curid=16981730
AIN,allergic interstitial nephritis,https://en.wikipedia.org/?curid=16981730
AIP,acute intermittent porphyria,https://en.wikipedia.org/?curid=22258844
AIPD,acute infectious and parasitical diseases,https://en.wikipedia.org/?curid=16981730
AIR,anterior interval release,https://en.wikipedia.org/?curid=16981730
AIS,adenocarcinoma in situ,https://en.wikipedia.org/?curid=16981730
AJCC,American Joint Committee on Cancer,https://en.wikipedia.org/?curid=1120426
AKA,above-knee amputation,https://en.wikipedia.org/?curid=16981730
ALA,aminolevulinic acid ,https://en.wikipedia.org/?curid=16981730
ALCAPA,anomalous left coronary artery from the,https://en.wikipedia.org/?curid=16981730
ALF,assisted living facility,https://en.wikipedia.org/?curid=16981730
ALG,antilymphocytic globulin,https://en.wikipedia.org/?curid=16981730
ALI,acute lung injury,https://en.wikipedia.org/?curid=22258844
ALI,acute limb injury,https://en.wikipedia.org/?curid=16981730
ALL,acute lymphoblastic lymphoma,https://en.wikipedia.org/?curid=22258844
ALL,anterolateral ligament,https://en.wikipedia.org/?curid=1327869
ALL,acute lymphoblastic lymphoma,https://en.wikipedia.org/?curid=1120426
ALP,alkaline phosphatase,https://en.wikipedia.org/?curid=16981730
ALPS,autoimmune lymphoproliferative syndrome,https://en.wikipedia.org/?curid=16981730
ALS,amyotrophic lateral sclerosis,https://en.wikipedia.org/?curid=22258844
ALS,amyotrophic lateral sclerosis,https://en.wikipedia.org/?curid=16982000
ALS,amyotrophic lateral sclerosis,https://en.wikipedia.org/?curid=16981730
ALT,alanine transaminase,https://en.wikipedia.org/?curid=16981730
ALU,arithmetic logic unit,https://en.wikipedia.org/?curid=82930
ALVACCEA,canary pox virus  with carcinoembryonic antigen,https://en.wikipedia.org/?curid=1120426
AMA,american medical association,https://en.wikipedia.org/?curid=68137
AMA,advanced maternal age,https://en.wikipedia.org/?curid=16981730
AMA,american medical association,https://en.wikipedia.org/?curid=14470466
AMC,arthrogryposis multiplex congenita,https://en.wikipedia.org/?curid=16981730
AMD,Advanced Micro Devices,https://en.wikipedia.org/?curid=920583
AMD,Advanced Micro Devices,https://en.wikipedia.org/?curid=82930
AMD,Age-related macular degeneration,https://en.wikipedia.org/?curid=22258844
AMD,advanced micro devices,https://en.wikipedia.org/?curid=13242122
AMDs,Advanced Micro Devices,https://en.wikipedia.org/?curid=82930
AMI,acute mesenteric ischemia,https://en.wikipedia.org/?curid=16981730
AML,acute myeloid leukemia,https://en.wikipedia.org/?curid=16981730
AML,Acute myeloid leukemia,https://en.wikipedia.org/?curid=1120426
AMO,advanced medical optics,https://en.wikipedia.org/?curid=16981730
AMP,asymmetric multiprocessing,https://en.wikipedia.org/?curid=82930
AMP,adenosine monophosphate,https://en.wikipedia.org/?curid=223876
AMP,advanced medical optics,https://en.wikipedia.org/?curid=16981730
AMPA,alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor,https://en.wikipedia.org/?curid=16981730
AMS,acute mountain sickness,https://en.wikipedia.org/?curid=16981730
AMSA,american medical student association,https://en.wikipedia.org/?curid=68137
ANA,american nurses association,https://en.wikipedia.org/?curid=68137
ANA,antinuclear antibody,https://en.wikipedia.org/?curid=16981730
ANCA,antineutrophil cytoplasmic antibody,https://en.wikipedia.org/?curid=16981730
AND,Academy of Nutrition and Dietetics,https://en.wikipedia.org/?curid=68137
AND,allowing natural death,https://en.wikipedia.org/?curid=16981730
ANDI,aberrations of normal development and involution,https://en.wikipedia.org/?curid=16981730
ANF,australian nursing federation,https://en.wikipedia.org/?curid=68137
ANF,atrial natriuretic factor,https://en.wikipedia.org/?curid=16981730
ANNA,american nephrology nurses association,https://en.wikipedia.org/?curid=68137
ANP,atrial natriuretic peptide,https://en.wikipedia.org/?curid=16981730
ANS,autonomic nervous system,https://en.wikipedia.org/?curid=16981730
ANSI,American National Standards Institute,https://en.wikipedia.org/?curid=8410
ANSI,american national standards institute,https://en.wikipedia.org/?curid=7635393
ANSIIEEE,American National Standards Institute/Institute of Electrical and Electronics Engineers,https://en.wikipedia.org/?curid=82930
ANT,multicast wireless sensor network,https://en.wikipedia.org/?curid=8638682
ANTR, asymmetrical tonic neck reflex,https://en.wikipedia.org/?curid=16981730
ANUG,acute necrotizing ulcerative gingivitis,https://en.wikipedia.org/?curid=16981730
ANYCAT,australian national young carers action team,https://en.wikipedia.org/?curid=43839116
AOA,american optometric association,https://en.wikipedia.org/?curid=68137
AOB,anterior oblique band,https://en.wikipedia.org/?curid=1327869
AOBEM,american osteopathic board of emergency medicine,https://en.wikipedia.org/?curid=68137
AODM,adult onset diabetes mellitus,https://en.wikipedia.org/?curid=16981730
AOM,acute otitis media,https://en.wikipedia.org/?curid=16981730
AORN,Association of Perioperative Registered Nurses,https://en.wikipedia.org/?curid=68137
AOS,Apraxia of speech,https://en.wikipedia.org/?curid=22258844
APA,american psychiatric association,https://en.wikipedia.org/?curid=68137
APA,aldosterone producing adenoma,https://en.wikipedia.org/?curid=22258844
APC,Amino acid-Polyamine-organoCation,https://en.wikipedia.org/?curid=49293529
APC,Amino acid-Polyamine-organoCation,https://en.wikipedia.org/?curid=49219918
APC,Amino acid-Polyamine-organoCation,https://en.wikipedia.org/?curid=49162176
APC,Amino acid-Polyamine-organoCation,https://en.wikipedia.org/?curid=49159269
APC,Association for Progressive Communications,https://en.wikipedia.org/?curid=38076
APC,Amino acid-Polyamine-organoCation,https://en.wikipedia.org/?curid=35039952
APC,Adenomatous polyposis coli,https://en.wikipedia.org/?curid=30098993
APC,Amino acid-Polyamine-organoCation,https://en.wikipedia.org/?curid=27493016
APC,Amino acid-Polyamine-organoCation,https://en.wikipedia.org/?curid=27492898
APC,atrial premature contraction,https://en.wikipedia.org/?curid=16981730
APC,Adenomatous polyposis coli,https://en.wikipedia.org/?curid=1532897
APC,antigen presenting cell,https://en.wikipedia.org/?curid=1364854
APC,Adenomatous polyposis coli,https://en.wikipedia.org/?curid=1120426
APECED,autoimmune polyendocrinopathy candidiasis ectodermal dystrophy ,https://en.wikipedia.org/?curid=16981730
APGAR,american pediatric gross assessment record,https://en.wikipedia.org/?curid=68137
APGAR,appearance pulse grimace activity respiration,https://en.wikipedia.org/?curid=16981730
APH,antepartum haemorrhage,https://en.wikipedia.org/?curid=16981730
APHA,american public health association,https://en.wikipedia.org/?curid=811714
API,application programming interface,https://en.wikipedia.org/?curid=920583
API,application programming interface,https://en.wikipedia.org/?curid=50724448
APIs,application programming interface,https://en.wikipedia.org/?curid=50724448
APKD,adult polycystic kidney disease,https://en.wikipedia.org/?curid=16981730
APLS,antiphospholipid syndrome,https://en.wikipedia.org/?curid=16981730
APMPPE,acute posterior multifocal placoid pigment epitheliopathy,https://en.wikipedia.org/?curid=16981730
APN,advanced practice nurse,https://en.wikipedia.org/?curid=68137
APP,as per protocol,https://en.wikipedia.org/?curid=16981730
APR,abdominoperineal resection,https://en.wikipedia.org/?curid=16981730
APS,apraxia of speech,https://en.wikipedia.org/?curid=22258844
APS,autoimmune polyendocrine syndrome,https://en.wikipedia.org/?curid=16981730
APSAC,anisoylated plasminogen streptokinase activator complex,https://en.wikipedia.org/?curid=16981730
ARA,american rheumatological association,https://en.wikipedia.org/?curid=68137
ARB,angiotensin II receptor antagonist,https://en.wikipedia.org/?curid=16981730
ARBD,alcohol related birth defects,https://en.wikipedia.org/?curid=22258844
ARBI,alcohol related brain injury such,https://en.wikipedia.org/?curid=16981730
ARD,adult refsum disease,https://en.wikipedia.org/?curid=22258844
ARD,absolute risk difference,https://en.wikipedia.org/?curid=16981730
ARDS,adult respiratory distress syndrome,https://en.wikipedia.org/?curid=839943
ARDS,acute respiratory distress syndrome,https://en.wikipedia.org/?curid=22258844
ARDS,acute respiratory distress syndrome,https://en.wikipedia.org/?curid=16981730
ARF,acute renal failure,https://en.wikipedia.org/?curid=16981730
ARM,Advanced RISC Machine,https://en.wikipedia.org/?curid=82930
ARM,artificial rupture of membranes,https://en.wikipedia.org/?curid=16981730
ARMS,alveolar rhabdomyosarcoma,https://en.wikipedia.org/?curid=16981730
ARND,alcohol related neurodevelopmental disorder,https://en.wikipedia.org/?curid=22258844
AROM,active range of motion,https://en.wikipedia.org/?curid=16981730
ARRT,american registry of radiologic,https://en.wikipedia.org/?curid=68137
ART,portable audio systems,https://en.wikipedia.org/?curid=55675485
ART,antiretroviral therapy,https://en.wikipedia.org/?curid=16981730
ARVC,arrhythmogenic right ventricular cardiomyopathy,https://en.wikipedia.org/?curid=16981730
ARVD,arrhythmogenic right ventricular dysplasia,https://en.wikipedia.org/?curid=16981730
ASA,acetylsalicyclic acid,https://en.wikipedia.org/?curid=16981730
ASAP,as soon as possible,https://en.wikipedia.org/?curid=16981730
ASB,asymptomatic bacteriuria,https://en.wikipedia.org/?curid=16981730
ASC,ambulatory surgery center,https://en.wikipedia.org/?curid=16981730
ASC-H,atypical squamous cells,https://en.wikipedia.org/?curid=16981730
ASCA,anti-Saccharomyces cerevisiae antibodies,https://en.wikipedia.org/?curid=16981730
ASCE,American Society of Civil Engineers,https://en.wikipedia.org/?curid=9251
ASCEPT,Australasian Society of Clinical and Experimental Pharmacologists and Toxicologists,https://en.wikipedia.org/?curid=68137
ASCI,Accelerated Strategic Computing Initiative,https://en.wikipedia.org/?curid=82930
ASCP,american society for clinical pathology,https://en.wikipedia.org/?curid=68137
ASCVD,arteriosclerotic vascular disease,https://en.wikipedia.org/?curid=16981730
ASD,atrial septal defect,https://en.wikipedia.org/?curid=22258844
